#,emoji,name
1108,👠,high-heeled shoe
1109,👡,woman’s sandal
1110,🩰,ballet shoes
1111,👢,woman’s boot
1112,👑,crown
1113,👒,woman’s hat
1114,🎩,top hat
1115,🎓,graduation cap
1116,🧢,billed cap
1117,🪖,military helmet
1118,⛑,rescue worker’s helmet
1119,📿,prayer beads
1120,💄,lipstick
1121,💍,ring
1122,💎,gem stone
1123,🔇,muted speaker
1124,🔈,speaker low volume
1125,🔉,speaker medium volume
1126,🔊,speaker high volume
1127,📢,loudspeaker
1128,📣,megaphone
1129,📯,postal horn
1130,🔔,bell
1131,🔕,bell with slash
1132,🎼,musical score
1133,🎵,musical note
1134,🎶,musical notes
1135,🎙,studio microphone
1136,🎚,level slider
1137,🎛,control knobs
1138,🎤,microphone
1139,🎧,headphone
1140,📻,radio
1141,🎷,saxophone
1142,🪗,accordion
1143,🎸,guitar
1144,🎹,musical keyboard
1145,🎺,trumpet
1146,🎻,violin
1147,🪕,banjo
1148,🥁,drum
1149,🪘,long drum
1150,📱,mobile phone
1151,📲,mobile phone with arrow
1152,☎,telephone
1153,📞,telephone receiver
1154,📟,pager
1155,📠,fax machine
1156,🔋,battery
1157,🔌,electric plug
1158,💻,laptop
1159,🖥,desktop computer
1160,🖨,printer
1161,⌨,keyboard
1162,🖱,computer mouse
1163,🖲,trackball
1164,💽,computer disk
1165,💾,floppy disk
1166,💿,optical disk
1167,📀,dvd
1168,🧮,abacus
1169,🎥,movie camera
1170,🎞,film frames
1171,📽,film projector
1172,🎬,clapper board
1173,📺,television
1174,📷,camera
1175,📸,camera with flash
1176,📹,video camera
1177,📼,videocassette
1178,🔍,magnifying glass tilted left
1179,🔎,magnifying glass tilted right
1180,🕯,candle
1181,💡,light bulb
1182,🔦,flashlight
1183,🏮,red paper lantern
1184,🪔,diya lamp
1185,📔,notebook with decorative cover
1186,📕,closed book
1187,📖,open book
1188,📗,green book
1189,📘,blue book
1190,📙,orange book
1191,📚,books
1192,📓,notebook
1193,📒,ledger
1194,📃,page with curl
1195,📜,scroll
1196,📄,page facing up
1197,📰,newspaper
1198,🗞,rolled-up newspaper
1199,📑,bookmark tabs
1200,🔖,bookmark
1201,🏷,label
1202,💰,money bag
1203,🪙,coin
1204,💴,yen banknote
1205,💵,dollar banknote
1206,💶,euro banknote
1207,💷,pound banknote
1208,💸,money with wings
1209,💳,credit card
1210,🧾,receipt
1211,💹,chart increasing with yen
1212,✉,envelope
1213,📧,e-mail
1214,📨,incoming envelope
1215,📩,envelope with arrow
1216,📤,outbox tray
1217,📥,inbox tray
1218,📦,package
1219,📫,closed mailbox with raised flag
1220,📪,closed mailbox with lowered flag
1221,📬,open mailbox with raised flag
1222,📭,open mailbox with lowered flag
1223,📮,postbox
1224,🗳,ballot box with ballot
1225,✏,pencil
1226,✒,black nib
1227,🖋,fountain pen
1228,🖊,pen
1229,🖌,paintbrush
1230,🖍,crayon
1231,📝,memo
1232,💼,briefcase
1233,📁,file folder
1234,📂,open file folder
1235,🗂,card index dividers
1236,📅,calendar
1237,📆,tear-off calendar
1238,🗒,spiral notepad
1239,🗓,spiral calendar
1240,📇,card index
1241,📈,chart increasing
1242,📉,chart decreasing
1243,📊,bar chart
1244,📋,clipboard
1245,📌,pushpin
1246,📍,round pushpin
1247,📎,paperclip
1248,🖇,linked paperclips
1249,📏,straight ruler
1250,📐,triangular ruler
1251,✂,scissors
1252,🗃,card file box
1253,🗄,file cabinet
1254,🗑,wastebasket
1255,🔒,locked
1256,🔓,unlocked
1257,🔏,locked with pen
1258,🔐,locked with key
1259,🔑,key
1260,🗝,old key
1261,🔨,hammer
1262,🪓,axe
1263,⛏,pick
1264,⚒,hammer and pick
1265,🛠,hammer and wrench
1266,🗡,dagger
1267,⚔,crossed swords
1268,🔫,water pistol
1269,🪃,boomerang
1270,🏹,bow and arrow
1271,🛡,shield
1272,🪚,carpentry saw
1273,🔧,wrench
1274,🪛,screwdriver
1275,🔩,nut and bolt
1276,⚙,gear
1277,🗜,clamp
1278,⚖,balance scale
1279,🦯,white cane
1280,🔗,link
1281,⛓,chains
1282,🪝,hook
1283,🧰,toolbox
1284,🧲,magnet
1285,🪜,ladder
1286,⚗,alembic
1287,🧪,test tube
1288,🧫,petri dish
1289,🧬,dna
1290,🔬,microscope
1291,🔭,telescope
1292,📡,satellite antenna
1293,💉,syringe
1294,🩸,drop of blood
1295,💊,pill
1296,🩹,adhesive bandage
1297,🩺,stethoscope
1298,🚪,door
1299,🛗,elevator
1300,🪞,mirror
1301,🪟,window
1302,🛏,bed
1303,🛋,couch and lamp
1304,🪑,chair
1305,🚽,toilet
1306,🪠,plunger
1307,🚿,shower
1308,🛁,bathtub
1309,🪤,mouse trap
1310,🪒,razor
1311,🧴,lotion bottle
1312,🧷,safety pin
1313,🧹,broom
1314,🧺,basket
1315,🧻,roll of paper
1316,🪣,bucket
1317,🧼,soap
1318,🪥,toothbrush
1319,🧽,sponge
1320,🧯,fire extinguisher
1321,🛒,shopping cart
1322,🚬,cigarette
1323,⚰,coffin
1324,🪦,headstone
1325,⚱,funeral urn
1326,🗿,moai
1327,🪧,placard
1328,🏧,ATM sign
1329,🚮,litter in bin sign
1330,🚰,potable water
1331,♿,wheelchair symbol
1332,🚹,men’s room
1333,🚺,women’s room
1334,🚻,restroom
1335,🚼,baby symbol
1336,🚾,water closet
1337,🛂,passport control
1338,🛃,customs
1339,🛄,baggage claim
1340,🛅,left luggage
1341,⚠,warning
1342,🚸,children crossing
1343,⛔,no entry
1344,🚫,prohibited
1345,🚳,no bicycles
1346,🚭,no smoking
1347,🚯,no littering
1348,🚱,non-potable water
1349,🚷,no pedestrians
1350,📵,no mobile phones
1351,🔞,no one under eighteen
1352,☢,radioactive
1353,☣,biohazard
1354,⬆,up arrow
1355,↗,up-right arrow
1356,➡,right arrow
1357,↘,down-right arrow
1358,⬇,down arrow
1359,↙,down-left arrow
1360,⬅,left arrow
1361,↖,up-left arrow
1362,↕,up-down arrow
1363,↔,left-right arrow
1364,↩,right arrow curving left
1365,↪,left arrow curving right
1366,⤴,right arrow curving up
1367,⤵,right arrow curving down
1368,🔃,clockwise vertical arrows
1369,🔄,counterclockwise arrows button
1370,🔙,BACK arrow
1371,🔚,END arrow
1372,🔛,ON! arrow
1373,🔜,SOON arrow
1374,🔝,TOP arrow
1375,🛐,place of worship
1376,⚛,atom symbol
1377,🕉,om
1378,✡,star of David
1379,☸,wheel of dharma
1380,☯,yin yang
1381,✝,latin cross
1382,☦,orthodox cross
1383,☪,star and crescent
1384,☮,peace symbol
1385,🕎,menorah
1386,🔯,dotted six-pointed star
1387,♈,Aries
1388,♉,Taurus
1389,♊,Gemini
1390,♋,Cancer
1391,♌,Leo
1392,♍,Virgo
1393,♎,Libra
1394,♏,Scorpio
1395,♐,Sagittarius
1396,♑,Capricorn
1397,♒,Aquarius
1398,♓,Pisces
1399,⛎,Ophiuchus
1400,🔀,shuffle tracks button
1401,🔁,repeat button
1402,🔂,repeat single button
1403,▶,play button
1404,⏩,fast-forward button
1405,⏭,next track button
1406,⏯,play or pause button
1407,◀,reverse button
1408,⏪,fast reverse button
1409,⏮,last track button
1410,🔼,upwards button
1411,⏫,fast up button
1412,🔽,downwards button
1413,⏬,fast down button
1414,⏸,pause button
1415,⏹,stop button
1416,⏺,record button
1417,⏏,eject button
1418,🎦,cinema
1419,🔅,dim button
1420,🔆,bright button
1421,📶,antenna bars
1422,📳,vibration mode
1423,📴,mobile phone off
1424,♀,female sign
1425,♂,male sign
1426,⚧,transgender symbol
1427,✖,multiply
1428,➕,plus
1429,➖,minus
1430,➗,divide
1431,♾,infinity
1432,‼,double exclamation mark
1433,⁉,exclamation question mark
1434,❓,red question mark
1435,❔,white question mark
1436,❕,white exclamation mark
1437,❗,red exclamation mark
1438,〰,wavy dash
1439,💱,currency exchange
1440,💲,heavy dollar sign
1441,⚕,medical symbol
1442,♻,recycling symbol
1443,⚜,fleur-de-lis
1444,🔱,trident emblem
1445,📛,name badge
1446,🔰,Japanese symbol for beginner
1447,⭕,hollow red circle
1448,✅,check mark button
1449,☑,check box with check
1450,✔,check mark
1451,❌,cross mark
1452,❎,cross mark button
1453,➰,curly loop
1454,➿,double curly loop
1455,〽,part alternation mark
1456,✳,eight-spoked asterisk
1457,✴,eight-pointed star
1458,❇,sparkle
1459,©,copyright
1460,®,registered
1461,™,trade mark
1462,#️⃣,keycap: #
1463,*️⃣,keycap: *
1464,0️⃣,keycap: 0
1465,1️⃣,keycap: 1
1466,2️⃣,keycap: 2
1467,3️⃣,keycap: 3
1468,4️⃣,keycap: 4
1469,5️⃣,keycap: 5
1470,6️⃣,keycap: 6
1471,7️⃣,keycap: 7
1472,8️⃣,keycap: 8
1473,9️⃣,keycap: 9
1474,🔟,keycap: 10
1475,🔠,input latin uppercase
1476,🔡,input latin lowercase
1477,🔢,input numbers
1478,🔣,input symbols
1479,🔤,input latin letters
1480,🅰,A button (blood type)
1481,🆎,AB button (blood type)
1482,🅱,B button (blood type)
1483,🆑,CL button
1484,🆒,COOL button
1485,🆓,FREE button
1486,ℹ,information
1487,🆔,ID button
1488,Ⓜ,circled M
1489,🆕,NEW button
1490,🆖,NG button
1491,🅾,O button (blood type)
1492,🆗,OK button
1493,🅿,P button
1494,🆘,SOS button
1495,🆙,UP! button
1496,🆚,VS button
1497,🈁,Japanese “here” button
1498,🈂,Japanese “service charge” button
1499,🈷,Japanese “monthly amount” button
1500,🈶,Japanese “not free of charge” button
1501,🈯,Japanese “reserved” button
1502,🉐,Japanese “bargain” button
1503,🈹,Japanese “discount” button
1504,🈚,Japanese “free of charge” button
1505,🈲,Japanese “prohibited” button
1506,🉑,Japanese “acceptable” button
1507,🈸,Japanese “application” button
1508,🈴,Japanese “passing grade” button
1509,🈳,Japanese “vacancy” button
1510,㊗,Japanese “congratulations” button
1511,㊙,Japanese “secret” button
1512,🈺,Japanese “open for business” button
1513,🈵,Japanese “no vacancy” button
1514,🔴,red circle
1515,🟠,orange circle
1516,🟡,yellow circle
1517,🟢,green circle
1518,🔵,blue circle
1519,🟣,purple circle
1520,🟤,brown circle
1521,⚫,black circle
1522,⚪,white circle
1523,🟥,red square
1524,🟧,orange square
1525,🟨,yellow square
1526,🟩,green square
1527,🟦,blue square
1528,🟪,purple square
1529,🟫,brown square
1530,⬛,black large square
1531,⬜,white large square
1532,◼,black medium square
1533,◻,white medium square
1534,◾,black medium-small square
1535,◽,white medium-small square
1536,▪,black small square
1537,▫,white small square
1538,🔶,large orange diamond
1539,🔷,large blue diamond
1540,🔸,small orange diamond
1541,🔹,small blue diamond
1542,🔺,red triangle pointed up
1543,🔻,red triangle pointed down
1544,💠,diamond with a dot
1545,🔘,radio button
1546,🔳,white square button
1547,🔲,black square button
1548,🏁,chequered flag
1549,🚩,triangular flag
1550,🎌,crossed flags
1551,🏴,black flag
1552,🏳,white flag
1553,🏳️‍🌈,rainbow flag
1554,🏳️‍⚧️,transgender flag
1555,🏴‍☠️,pirate flag
1556,🇦🇨,flag: Ascension Island
1557,🇦🇩,flag: Andorra
1558,🇦🇪,flag: United Arab Emirates
1559,🇦🇫,flag: Afghanistan
1560,🇦🇬,flag: Antigua & Barbuda
1561,🇦🇮,flag: Anguilla
1562,🇦🇱,flag: Albania
1563,🇦🇲,flag: Armenia
1564,🇦🇴,flag: Angola
1565,🇦🇶,flag: Antarctica
1566,🇦🇷,flag: Argentina
1567,🇦🇸,flag: American Samoa
1568,🇦🇹,flag: Austria
1569,🇦🇺,flag: Australia
1570,🇦🇼,flag: Aruba
1571,🇦🇽,flag: Åland Islands
1572,🇦🇿,flag: Azerbaijan
1573,🇧🇦,flag: Bosnia & Herzegovina
1574,🇧🇧,flag: Barbados
1575,🇧🇩,flag: Bangladesh
1576,🇧🇪,flag: Belgium
1577,🇧🇫,flag: Burkina Faso
1578,🇧🇬,flag: Bulgaria
1579,🇧🇭,flag: Bahrain
1580,🇧🇮,flag: Burundi
1581,🇧🇯,flag: Benin
1582,🇧🇱,flag: St. Barthélemy
1583,🇧🇲,flag: Bermuda
1584,🇧🇳,flag: Brunei
1585,🇧🇴,flag: Bolivia
1586,🇧🇶,flag: Caribbean Netherlands
1587,🇧🇷,flag: Brazil
1588,🇧🇸,flag: Bahamas
1589,🇧🇹,flag: Bhutan
1590,🇧🇻,flag: Bouvet Island
1591,🇧🇼,flag: Botswana
1592,🇧🇾,flag: Belarus
1593,🇧🇿,flag: Belize
1594,🇨🇦,flag: Canada
1595,🇨🇨,flag: Cocos (Keeling) Islands
1596,🇨🇩,flag: Congo - Kinshasa
1597,🇨🇫,flag: Central African Republic
1598,🇨🇬,flag: Congo - Brazzaville
1599,🇨🇭,flag: Switzerland
1600,🇨🇮,flag: Côte d’Ivoire
1601,🇨🇰,flag: Cook Islands
1602,🇨🇱,flag: Chile
1603,🇨🇲,flag: Cameroon
1604,🇨🇳,flag: China
1605,🇨🇴,flag: Colombia
1606,🇨🇵,flag: Clipperton Island
1607,🇨🇷,flag: Costa Rica
1608,🇨🇺,flag: Cuba
1609,🇨🇻,flag: Cape Verde
1610,🇨🇼,flag: Curaçao
1611,🇨🇽,flag: Christmas Island
1612,🇨🇾,flag: Cyprus
1613,🇨🇿,flag: Czechia
1614,🇩🇪,flag: Germany
1615,🇩🇬,flag: Diego Garcia
1616,🇩🇯,flag: Djibouti
1617,🇩🇰,flag: Denmark
1618,🇩🇲,flag: Dominica
1619,🇩🇴,flag: Dominican Republic
1620,🇩🇿,flag: Algeria
1621,🇪🇦,flag: Ceuta & Melilla
1622,🇪🇨,flag: Ecuador
1623,🇪🇪,flag: Estonia
1624,🇪🇬,flag: Egypt
1625,🇪🇭,flag: Western Sahara
1626,🇪🇷,flag: Eritrea
1627,🇪🇸,flag: Spain
1628,🇪🇹,flag: Ethiopia
1629,🇪🇺,flag: European Union
1630,🇫🇮,flag: Finland
1631,🇫🇯,flag: Fiji
1632,🇫🇰,flag: Falkland Islands
1633,🇫🇲,flag: Micronesia
1634,🇫🇴,flag: Faroe Islands
1635,🇫🇷,flag: France
1636,🇬🇦,flag: Gabon
1637,🇬🇧,flag: United Kingdom
1638,🇬🇩,flag: Grenada
1639,🇬🇪,flag: Georgia
1640,🇬🇫,flag: French Guiana
1641,🇬🇬,flag: Guernsey
1642,🇬🇭,flag: Ghana
1643,🇬🇮,flag: Gibraltar
1644,🇬🇱,flag: Greenland
1645,🇬🇲,flag: Gambia
1646,🇬🇳,flag: Guinea
1647,🇬🇵,flag: Guadeloupe
1648,🇬🇶,flag: Equatorial Guinea
1649,🇬🇷,flag: Greece
1650,🇬🇸,flag: South Georgia & South Sandwich Islands
1651,🇬🇹,flag: Guatemala
1652,🇬🇺,flag: Guam
1653,🇬🇼,flag: Guinea-Bissau
1654,🇬🇾,flag: Guyana
1655,🇭🇰,flag: Hong Kong SAR China
1656,🇭🇲,flag: Heard & McDonald Islands
1657,🇭🇳,flag: Honduras
1658,🇭🇷,flag: Croatia
1659,🇭🇹,flag: Haiti
1660,🇭🇺,flag: Hungary
1661,🇮🇨,flag: Canary Islands
1662,🇮🇩,flag: Indonesia
1663,🇮🇪,flag: Ireland
1664,🇮🇱,flag: Israel
1665,🇮🇲,flag: Isle of Man
1666,🇮🇳,flag: India
1667,🇮🇴,flag: British Indian Ocean Territory
1668,🇮🇶,flag: Iraq
1669,🇮🇷,flag: Iran
1670,🇮🇸,flag: Iceland
1671,🇮🇹,flag: Italy
1672,🇯🇪,flag: Jersey
1673,🇯🇲,flag: Jamaica
1674,🇯🇴,flag: Jordan
1675,🇯🇵,flag: Japan
1676,🇰🇪,flag: Kenya
1677,🇰🇬,flag: Kyrgyzstan
1678,🇰🇭,flag: Cambodia
1679,🇰🇮,flag: Kiribati
1680,🇰🇲,flag: Comoros
1681,🇰🇳,flag: St. Kitts & Nevis
1682,🇰🇵,flag: North Korea
1683,🇰🇷,flag: South Korea
1684,🇰🇼,flag: Kuwait
1685,🇰🇾,flag: Cayman Islands
1686,🇰🇿,flag: Kazakhstan
1687,🇱🇦,flag: Laos
1688,🇱🇧,flag: Lebanon
1689,🇱🇨,flag: St. Lucia
1690,🇱🇮,flag: Liechtenstein
1691,🇱🇰,flag: Sri Lanka
1692,🇱🇷,flag: Liberia
1693,🇱🇸,flag: Lesotho
1694,🇱🇹,flag: Lithuania
1695,🇱🇺,flag: Luxembourg
1696,🇱🇻,flag: Latvia
1697,🇱🇾,flag: Libya
1698,🇲🇦,flag: Morocco
1699,🇲🇨,flag: Monaco
1700,🇲🇩,flag: Moldova
1701,🇲🇪,flag: Montenegro
1702,🇲🇫,flag: St. Martin
1703,🇲🇬,flag: Madagascar
1704,🇲🇭,flag: Marshall Islands
1705,🇲🇰,flag: North Macedonia
1706,🇲🇱,flag: Mali
1707,🇲🇲,flag: Myanmar (Burma)
1708,🇲🇳,flag: Mongolia
1709,🇲🇴,flag: Macao SAR China
1710,🇲🇵,flag: Northern Mariana Islands
1711,🇲🇶,flag: Martinique
1712,🇲🇷,flag: Mauritania
1713,🇲🇸,flag: Montserrat
1714,🇲🇹,flag: Malta
1715,🇲🇺,flag: Mauritius
1716,🇲🇻,flag: Maldives
1717,🇲🇼,flag: Malawi
1718,🇲🇽,flag: Mexico
1719,🇲🇾,flag: Malaysia
1720,🇲🇿,flag: Mozambique
1721,🇳🇦,flag: Namibia
1722,🇳🇨,flag: New Caledonia
1723,🇳🇪,flag: Niger
1724,🇳🇫,flag: Norfolk Island
1725,🇳🇬,flag: Nigeria
1726,🇳🇮,flag: Nicaragua
1727,🇳🇱,flag: Netherlands
1728,🇳🇴,flag: Norway
1729,🇳🇵,flag: Nepal
1730,🇳🇷,flag: Nauru
1731,🇳🇺,flag: Niue
1732,🇳🇿,flag: New Zealand
1733,🇴🇲,flag: Oman
1734,🇵🇦,flag: Panama
1735,🇵🇪,flag: Peru
1736,🇵🇫,flag: French Polynesia
1737,🇵🇬,flag: Papua New Guinea
1738,🇵🇭,flag: Philippines
1739,🇵🇰,flag: Pakistan
1740,🇵🇱,flag: Poland
1741,🇵🇲,flag: St. Pierre & Miquelon
1742,🇵🇳,flag: Pitcairn Islands
1743,🇵🇷,flag: Puerto Rico
1744,🇵🇸,flag: Palestinian Territories
1745,🇵🇹,flag: Portugal
1746,🇵🇼,flag: Palau
1747,🇵🇾,flag: Paraguay
1748,🇶🇦,flag: Qatar
1749,🇷🇪,flag: Réunion
1750,🇷🇴,flag: Romania
1751,🇷🇸,flag: Serbia
1752,🇷🇺,flag: Russia
1753,🇷🇼,flag: Rwanda
1754,🇸🇦,flag: Saudi Arabia
1755,🇸🇧,flag: Solomon Islands
1756,🇸🇨,flag: Seychelles
1757,🇸🇩,flag: Sudan
1758,🇸🇪,flag: Sweden
1759,🇸🇬,flag: Singapore
1760,🇸🇭,flag: St. Helena
1761,🇸🇮,flag: Slovenia
1762,🇸🇯,flag: Svalbard & Jan Mayen
1763,🇸🇰,flag: Slovakia
1764,🇸🇱,flag: Sierra Leone
1765,🇸🇲,flag: San Marino
1766,🇸🇳,flag: Senegal
1767,🇸🇴,flag: Somalia
1768,🇸🇷,flag: Suriname
1769,🇸🇸,flag: South Sudan
1770,🇸🇹,flag: São Tomé & Príncipe
1771,🇸🇻,flag: El Salvador
1772,🇸🇽,flag: Sint Maarten
1773,🇸🇾,flag: Syria
1774,🇸🇿,flag: Eswatini
1775,🇹🇦,flag: Tristan da Cunha
1776,🇹🇨,flag: Turks & Caicos Islands
1777,🇹🇩,flag: Chad
1778,🇹🇫,flag: French Southern Territories
1779,🇹🇬,flag: Togo
1780,🇹🇭,flag: Thailand
1781,🇹🇯,flag: Tajikistan
1782,🇹🇰,flag: Tokelau
1783,🇹🇱,flag: Timor-Leste
1784,🇹🇲,flag: Turkmenistan
1785,🇹🇳,flag: Tunisia
1786,🇹🇴,flag: Tonga
1787,🇹🇷,flag: Turkey
1788,🇹🇹,flag: Trinidad & Tobago
1789,🇹🇻,flag: Tuvalu
1790,🇹🇼,flag: Taiwan
1791,🇹🇿,flag: Tanzania
1792,🇺🇦,flag: Ukraine
1793,🇺🇬,flag: Uganda
1794,🇺🇲,flag: U.S. Outlying Islands
1795,🇺🇳,flag: United Nations
1796,🇺🇸,flag: United States
1797,🇺🇾,flag: Uruguay
1798,🇺🇿,flag: Uzbekistan
1799,🇻🇦,flag: Vatican City
1800,🇻🇨,flag: St. Vincent & Grenadines
1801,🇻🇪,flag: Venezuela
1802,🇻🇬,flag: British Virgin Islands
1803,🇻🇮,flag: U.S. Virgin Islands
1804,🇻🇳,flag: Vietnam
1805,🇻🇺,flag: Vanuatu
1806,🇼🇫,flag: Wallis & Futuna
1807,🇼🇸,flag: Samoa
1808,🇽🇰,flag: Kosovo
1809,🇾🇪,flag: Yemen
1810,🇾🇹,flag: Mayotte
1811,🇿🇦,flag: South Africa
1812,🇿🇲,flag: Zambia
1813,🇿🇼,flag: Zimbabwe
1814,🏴󠁧󠁢󠁥󠁮󠁧󠁿,flag: England
1815,🏴󠁧󠁢󠁳󠁣󠁴󠁿,flag: Scotland
1816,🏴󠁧󠁢󠁷󠁬󠁳󠁿,flag: Wales
